0 	 -952.00000000 	 -246.00000000 
1 	 -952.00000000 	 -246.00000000 
2 	 -968.00000000 	 -248.00000000 
3 	 -992.00000000 	 -252.00000000 
4 	 -992.00000000 	 -252.00000000 
5 	 -960.00000000 	 -248.00000000 
6 	 -944.00000000 	 -246.00000000 
7 	 -944.00000000 	 -246.00000000 
8 	 -976.00000000 	 -248.00000000 
9 	 -1008.00000000 	 -254.00000000 
10 	 -976.00000000 	 -250.00000000 
11 	 -1024.00000000 	 -256.00000000 
12 	 -976.00000000 	 -248.00000000 
13 	 -960.00000000 	 -246.00000000 
14 	 -960.00000000 	 -244.00000000 
15 	 -976.00000000 	 -250.00000000 
16 	 -1008.00000000 	 -254.00000000 
17 	 -1024.00000000 	 -256.00000000 
18 	 -1008.00000000 	 -254.00000000 
19 	 -1008.00000000 	 -254.00000000 
20 	 -1008.00000000 	 -254.00000000 
21 	 -976.00000000 	 -248.00000000 
22 	 -944.00000000 	 -242.00000000 
23 	 -936.00000000 	 -240.00000000 
24 	 -976.00000000 	 -246.00000000 
25 	 -976.00000000 	 -250.00000000 
26 	 -976.00000000 	 -250.00000000 
27 	 -952.00000000 	 -244.00000000 
28 	 -960.00000000 	 -248.00000000 
29 	 -976.00000000 	 -250.00000000 
30 	 -992.00000000 	 -252.00000000 
31 	 -952.00000000 	 -246.00000000 
32 	 -944.00000000 	 -244.00000000 
33 	 -904.00000000 	 -238.00000000 
34 	 -888.00000000 	 -236.00000000 
35 	 -952.00000000 	 -246.00000000 
36 	 -952.00000000 	 -246.00000000 
37 	 -976.00000000 	 -250.00000000 
38 	 -992.00000000 	 -252.00000000 
39 	 -968.00000000 	 -248.00000000 
40 	 -984.00000000 	 -250.00000000 
41 	 -992.00000000 	 -252.00000000 
42 	 -1008.00000000 	 -254.00000000 
43 	 -1008.00000000 	 -254.00000000 
44 	 -1024.00000000 	 -256.00000000 
45 	 -1024.00000000 	 -256.00000000 
46 	 -1024.00000000 	 -256.00000000 
47 	 -992.00000000 	 -252.00000000 
48 	 -1008.00000000 	 -254.00000000 
49 	 -992.00000000 	 -252.00000000 
50 	 -976.00000000 	 -250.00000000 
51 	 -984.00000000 	 -250.00000000 
52 	 -1008.00000000 	 -254.00000000 
53 	 -992.00000000 	 -252.00000000 
54 	 -992.00000000 	 -252.00000000 
55 	 -1024.00000000 	 -256.00000000 
56 	 -992.00000000 	 -252.00000000 
57 	 -944.00000000 	 -246.00000000 
58 	 -928.00000000 	 -244.00000000 
59 	 -992.00000000 	 -252.00000000 
60 	 -1008.00000000 	 -254.00000000 
61 	 -992.00000000 	 -252.00000000 
62 	 -984.00000000 	 -250.00000000 
63 	 -976.00000000 	 -250.00000000 
64 	 -984.00000000 	 -250.00000000 
65 	 -1008.00000000 	 -254.00000000 
66 	 -984.00000000 	 -250.00000000 
67 	 -992.00000000 	 -252.00000000 
68 	 -936.00000000 	 -242.00000000 
69 	 -928.00000000 	 -230.00000000 
70 	 -904.00000000 	 -234.00000000 
71 	 -912.00000000 	 -234.00000000 
72 	 -976.00000000 	 -250.00000000 
73 	 -992.00000000 	 -252.00000000 
74 	 -1008.00000000 	 -254.00000000 
75 	 -992.00000000 	 -252.00000000 
76 	 -1008.00000000 	 -254.00000000 
77 	 -1008.00000000 	 -254.00000000 
78 	 -992.00000000 	 -252.00000000 
79 	 -1008.00000000 	 -254.00000000 
80 	 -1024.00000000 	 -256.00000000 
81 	 -1024.00000000 	 -256.00000000 
82 	 -992.00000000 	 -252.00000000 
83 	 -992.00000000 	 -252.00000000 
84 	 -1008.00000000 	 -254.00000000 
85 	 -992.00000000 	 -252.00000000 
86 	 -944.00000000 	 -246.00000000 
87 	 -944.00000000 	 -246.00000000 
88 	 -968.00000000 	 -248.00000000 
89 	 -960.00000000 	 -246.00000000 
90 	 -960.00000000 	 -248.00000000 
91 	 -1024.00000000 	 -256.00000000 
92 	 -1024.00000000 	 -256.00000000 
93 	 -1024.00000000 	 -256.00000000 
94 	 -1024.00000000 	 -256.00000000 
95 	 -1024.00000000 	 -256.00000000 
96 	 -992.00000000 	 -252.00000000 
97 	 -1024.00000000 	 -256.00000000 
98 	 -1024.00000000 	 -256.00000000 
99 	 -1024.00000000 	 -256.00000000 
100 	 -968.00000000 	 -248.00000000 
101 	 -936.00000000 	 -244.00000000 
102 	 -952.00000000 	 -246.00000000 
103 	 -992.00000000 	 -252.00000000 
104 	 -1024.00000000 	 -256.00000000 
105 	 -1008.00000000 	 -254.00000000 
106 	 -1024.00000000 	 -256.00000000 
107 	 -992.00000000 	 -250.00000000 
108 	 -984.00000000 	 -250.00000000 
109 	 -976.00000000 	 -250.00000000 
110 	 -984.00000000 	 -250.00000000 
111 	 -992.00000000 	 -252.00000000 
112 	 -992.00000000 	 -252.00000000 
113 	 -1008.00000000 	 -254.00000000 
114 	 -992.00000000 	 -252.00000000 
115 	 -976.00000000 	 -248.00000000 
116 	 -992.00000000 	 -252.00000000 
117 	 -992.00000000 	 -252.00000000 
118 	 -992.00000000 	 -252.00000000 
119 	 -984.00000000 	 -250.00000000 
120 	 -1008.00000000 	 -254.00000000 
121 	 -1008.00000000 	 -254.00000000 
122 	 -1008.00000000 	 -254.00000000 
123 	 -984.00000000 	 -250.00000000 
124 	 -1008.00000000 	 -254.00000000 
125 	 -992.00000000 	 -252.00000000 
126 	 -992.00000000 	 -252.00000000 
127 	 -1008.00000000 	 -254.00000000 
128 	 -1008.00000000 	 -254.00000000 
129 	 -1000.00000000 	 -252.00000000 
130 	 -968.00000000 	 -248.00000000 
131 	 -1008.00000000 	 -254.00000000 
132 	 -1008.00000000 	 -254.00000000 
133 	 -1024.00000000 	 -256.00000000 
134 	 -992.00000000 	 -252.00000000 
135 	 -992.00000000 	 -252.00000000 
136 	 -1024.00000000 	 -256.00000000 
137 	 -992.00000000 	 -252.00000000 
138 	 -976.00000000 	 -250.00000000 
139 	 -968.00000000 	 -248.00000000 
140 	 -976.00000000 	 -250.00000000 
141 	 -992.00000000 	 -252.00000000 
142 	 -992.00000000 	 -252.00000000 
143 	 -1024.00000000 	 -256.00000000 
144 	 -976.00000000 	 -250.00000000 
145 	 -984.00000000 	 -250.00000000 
146 	 -960.00000000 	 -248.00000000 
147 	 -968.00000000 	 -248.00000000 
148 	 -1008.00000000 	 -254.00000000 
149 	 -992.00000000 	 -252.00000000 
150 	 -992.00000000 	 -252.00000000 
151 	 -960.00000000 	 -248.00000000 
152 	 -952.00000000 	 -246.00000000 
153 	 -992.00000000 	 -252.00000000 
154 	 -1008.00000000 	 -254.00000000 
155 	 -1024.00000000 	 -256.00000000 
156 	 -976.00000000 	 -250.00000000 
157 	 -1000.00000000 	 -252.00000000 
158 	 -1008.00000000 	 -254.00000000 
159 	 -1008.00000000 	 -254.00000000 
160 	 -984.00000000 	 -250.00000000 
161 	 -992.00000000 	 -252.00000000 
162 	 -1008.00000000 	 -254.00000000 
163 	 -976.00000000 	 -250.00000000 
164 	 -992.00000000 	 -252.00000000 
165 	 -992.00000000 	 -252.00000000 
166 	 -1024.00000000 	 -256.00000000 
167 	 -968.00000000 	 -248.00000000 
168 	 -912.00000000 	 -240.00000000 
169 	 -928.00000000 	 -242.00000000 
170 	 -952.00000000 	 -246.00000000 
171 	 -968.00000000 	 -248.00000000 
172 	 -976.00000000 	 -250.00000000 
173 	 -960.00000000 	 -246.00000000 
174 	 -888.00000000 	 -238.00000000 
175 	 -984.00000000 	 -250.00000000 
176 	 -992.00000000 	 -252.00000000 
177 	 -928.00000000 	 -244.00000000 
178 	 -984.00000000 	 -250.00000000 
179 	 -976.00000000 	 -246.00000000 
180 	 -960.00000000 	 -246.00000000 
181 	 -992.00000000 	 -252.00000000 
182 	 -976.00000000 	 -248.00000000 
183 	 -1000.00000000 	 -252.00000000 
184 	 -968.00000000 	 -246.00000000 
185 	 -960.00000000 	 -248.00000000 
186 	 -968.00000000 	 -246.00000000 
187 	 -992.00000000 	 -252.00000000 
188 	 -992.00000000 	 -252.00000000 
189 	 -992.00000000 	 -252.00000000 
190 	 -976.00000000 	 -250.00000000 
191 	 -992.00000000 	 -252.00000000 
192 	 -976.00000000 	 -250.00000000 
193 	 -992.00000000 	 -252.00000000 
194 	 -1024.00000000 	 -256.00000000 
195 	 -1008.00000000 	 -254.00000000 
196 	 -992.00000000 	 -252.00000000 
197 	 -920.00000000 	 -242.00000000 
198 	 -992.00000000 	 -252.00000000 
199 	 -992.00000000 	 -252.00000000 
200 	 -1024.00000000 	 -256.00000000 
201 	 -992.00000000 	 -252.00000000 
202 	 -976.00000000 	 -250.00000000 
203 	 -984.00000000 	 -250.00000000 
204 	 -992.00000000 	 -252.00000000 
205 	 -1008.00000000 	 -254.00000000 
206 	 -1008.00000000 	 -254.00000000 
207 	 -976.00000000 	 -250.00000000 
208 	 -984.00000000 	 -250.00000000 
209 	 -992.00000000 	 -250.00000000 
210 	 -960.00000000 	 -246.00000000 
211 	 -968.00000000 	 -248.00000000 
212 	 -952.00000000 	 -246.00000000 
213 	 -1024.00000000 	 -256.00000000 
214 	 -992.00000000 	 -252.00000000 
215 	 -1008.00000000 	 -254.00000000 
216 	 -1008.00000000 	 -254.00000000 
217 	 -968.00000000 	 -246.00000000 
218 	 -968.00000000 	 -248.00000000 
219 	 -1008.00000000 	 -254.00000000 
220 	 -1000.00000000 	 -252.00000000 
221 	 -960.00000000 	 -244.00000000 
222 	 -968.00000000 	 -248.00000000 
223 	 -992.00000000 	 -252.00000000 
224 	 -960.00000000 	 -248.00000000 
225 	 -976.00000000 	 -248.00000000 
226 	 -936.00000000 	 -244.00000000 
227 	 -960.00000000 	 -248.00000000 
228 	 -976.00000000 	 -250.00000000 
229 	 -1000.00000000 	 -252.00000000 
230 	 -1000.00000000 	 -252.00000000 
231 	 -1024.00000000 	 -256.00000000 
232 	 -1008.00000000 	 -254.00000000 
233 	 -992.00000000 	 -252.00000000 
234 	 -992.00000000 	 -252.00000000 
235 	 -928.00000000 	 -242.00000000 
236 	 -912.00000000 	 -242.00000000 
237 	 -912.00000000 	 -242.00000000 
238 	 -928.00000000 	 -242.00000000 
239 	 -960.00000000 	 -248.00000000 
240 	 -1008.00000000 	 -254.00000000 
241 	 -1024.00000000 	 -256.00000000 
